Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
,November 2018,$800K,-2.7%,-5.9%,40,0.0%,-27.3%,43,-21.8%,7.5%,21,-8.7%,61.5%,8,-3,0,99.0%,-0.1%,-5.7%
,December 2018,$839K,4.8%,1.0%,36,-10.0%,-34.5%,23,-46.5%,-32.4%,13,-38.1%,30.0%,11,3,2,99.1%,0.1%,-3.5%
,January 2019,$791K,-5.7%,-9.2%,24,-33.3%,-55.6%,21,-8.7%,-40.0%,9,-30.8%,-35.7%,17,6,8,99.5%,0.5%,-3.7%
,February 2019,$810K,2.4%,-6.4%,28,16.7%,-20.0%,23,9.5%,-20.7%,9,0.0%,-10.0%,41,24,33,99.9%,0.3%,-5.6%
,March 2019,$825K,1.9%,-6.4%,29,3.6%,-6.5%,39,69.6%,25.8%,16,77.8%,60.0%,20,-22,13,100.7%,0.8%,-7.9%
,April 2019,$858K,3.9%,-2.6%,34,17.2%,9.7%,52,33.3%,73.3%,15,-6.3%,25.0%,8,-12,1,100.7%,0.0%,-9.1%
,May 2019,$925K,7.9%,-2.4%,39,14.7%,30.0%,70,34.6%,55.6%,24,60.0%,60.0%,7,-1,0,102.0%,1.3%,-9.3%
,June 2019,$870K,-5.9%,-6.5%,52,33.3%,40.5%,66,-5.7%,20.0%,20,-16.7%,11.1%,7,0,0,102.2%,0.1%,-9.2%
,July 2019,$900K,3.4%,-3.2%,54,3.8%,28.6%,53,-19.7%,-1.9%,19,-5.0%,0.0%,8,1,1,102.1%,-0.1%,-6.4%
,August 2019,$830K,-7.8%,-10.8%,52,-3.7%,15.6%,42,-20.8%,-16.0%,11,-42.1%,-47.6%,14,6,7,100.3%,-1.8%,-5.0%
,September 2019,$820K,-1.3%,-3.6%,50,-3.8%,35.1%,39,-7.1%,-27.8%,13,18.2%,-58.1%,19,5,11,99.8%,-0.4%,-1.2%
,October 2019,$778K,-5.1%,-5.5%,50,0.0%,25.0%,42,7.7%,-23.6%,9,-30.8%,-60.9%,20,1,9,99.9%,0.0%,0.8%
,November 2019,$775K,-0.3%,-3.2%,39,-22.0%,-2.5%,31,-26.2%,-27.9%,7,-22.2%,-66.7%,8,-12,-1,100.8%,0.9%,1.8%
,December 2019,$760K,-1.9%,-9.4%,29,-25.6%,-19.4%,18,-41.9%,-21.7%,4,-42.9%,-69.2%,13,6,2,100.3%,-0.5%,1.2%
,January 2020,$757K,-0.5%,-4.4%,20,-31.0%,-16.7%,12,-33.3%,-42.9%,5,25.0%,-44.4%,17,4,0,100.4%,0.1%,0.8%
,February 2020,$841K,11.2%,3.8%,19,-5.0%,-32.1%,20,66.7%,-13.0%,6,20.0%,-33.3%,8,-9,-33,102.3%,1.9%,2.4%
,March 2020,$875K,4.0%,6.1%,24,26.3%,-17.2%,39,95.0%,0.0%,8,33.3%,-50.0%,7,-1,-13,106.1%,3.8%,5.4%
,April 2020,$918K,4.9%,7.1%,38,58.3%,11.8%,45,15.4%,-13.5%,9,12.5%,-40.0%,6,-1,-2,104.8%,-1.3%,4.1%
,May 2020,$933K,1.6%,0.8%,40,5.3%,2.6%,47,4.4%,-32.9%,8,-11.1%,-66.7%,6,0,-1,104.1%,-0.7%,2.0%
,June 2020,$879K,-5.7%,1.0%,41,2.5%,-21.2%,54,14.9%,-18.2%,15,87.5%,-25.0%,6,0,-1,102.2%,-1.8%,0.0%
,July 2020,$900K,2.4%,0.0%,42,2.4%,-22.2%,62,14.8%,17.0%,16,6.7%,-15.8%,6,0,-2,103.5%,1.3%,1.4%
,August 2020,$905K,0.6%,9.1%,52,23.8%,0.0%,70,12.9%,66.7%,14,-12.5%,27.3%,6,0,-8,103.9%,0.4%,3.6%
,September 2020,$966K,6.7%,17.8%,60,15.4%,20.0%,64,-8.6%,64.1%,13,-7.1%,0.0%,7,1,-12,103.9%,0.0%,4.0%
,October 2020,$972K,0.7%,25.0%,58,-3.3%,16.0%,55,-14.1%,31.0%,18,38.5%,100.0%,7,0,-13,103.1%,-0.7%,3.3%
"Seattle, WA - Ravenna Park",March 2012,$739K,,66.1%,1,,0.0%,2,,,,,,5,,-82,102.8%,,3.9%
,April 2012,$739K,0.0%,66.1%,1,0.0%,0.0%,2,0.0%,100.0%,1,,,5,0,-82,102.8%,0.0%,3.9%
,May 2012,$572K,-22.6%,53.8%,2,100.0%,100.0%,3,50.0%,200.0%,1,0.0%,,5,-1,-173,105.4%,2.6%,11.9%
,June 2012,$510K,-10.8%,37.1%,2,0.0%,100.0%,4,33.3%,33.3%,3,200.0%,200.0%,14,9,-164,101.3%,-4.1%,7.8%
,July 2012,$510K,0.0%,42.4%,2,0.0%,0.0%,4,0.0%,100.0%,2,-33.3%,100.0%,14,0,-80,101.3%,0.0%,5.4%
,August 2012,$598K,17.2%,67.2%,2,0.0%,0.0%,4,0.0%,100.0%,2,0.0%,,31,17,21,97.7%,-3.6%,-0.4%
,September 2012,$580K,-2.9%,56.8%,1,-50.0%,-66.7%,2,-50.0%,,,,,38,8,3,100.9%,3.1%,3.5%
,October 2012,$580K,0.0%,41.5%,3,200.0%,50.0%,1,-50.0%,,,,,38,0,-23,99.0%,-1.9%,2.2%
,November 2012,$366K,-36.9%,-18.7%,3,0.0%,200.0%,1,0.0%,0.0%,,,,31,-7,-30,96.7%,-2.2%,1.0%
,December 2012,$366K,0.0%,,3,0.0%,,1,0.0%,,,,,31,0,,96.7%,0.0%,
,January 2013,$330K,-9.9%,,1,-66.7%,,1,0.0%,,,,,31,0,,94.1%,-2.6%,
,April 2013,$452K,,-38.8%,2,,100.0%,3,,50.0%,,,,18,,13,95.7%,,-7.1%
,May 2013,$495K,9.4%,-13.5%,4,100.0%,100.0%,2,-33.3%,-33.3%,,,,9,-9,5,100.6%,4.9%,-4.8%
,June 2013,$495K,0.0%,-3.0%,4,0.0%,100.0%,1,-50.0%,-75.0%,,,,9,0,-5,100.6%,0.0%,-0.7%
,July 2013,$511K,3.3%,0.2%,2,-50.0%,0.0%,1,0.0%,-75.0%,1,,-50.0%,8,-1,-6,105.4%,4.9%,4.1%
,September 2013,$530K,,-8.6%,1,,0.0%,1,,-50.0%,,,,25,,-13,98.2%,,-2.7%
,October 2013,$530K,0.0%,-8.6%,1,0.0%,-66.7%,,,,,,,25,0,-13,98.2%,0.0%,-0.8%
,November 2013,$530K,0.0%,44.9%,1,0.0%,-66.7%,,,,,,,25,0,-6,98.2%,0.0%,1.4%
,September 2014,$613K,,15.7%,1,,0.0%,3,,200.0%,2,,,11,,-14,98.1%,,0.0%
,October 2014,$648K,5.7%,22.3%,2,100.0%,100.0%,4,33.3%,,2,0.0%,,55,44,30,95.2%,-2.9%,-2.9%
,November 2014,$585K,-9.8%,10.3%,4,100.0%,300.0%,5,25.0%,,2,0.0%,,12,-43,-14,98.9%,3.7%,0.7%
,December 2014,$556K,-4.9%,,3,-25.0%,,3,-40.0%,,1,-50.0%,,12,1,,99.1%,0.3%,
,January 2015,$556K,0.0%,,3,0.0%,,1,-66.7%,,,,,12,0,,100.7%,1.6%,
,February 2015,$580K,4.3%,,1,-66.7%,,2,100.0%,,,,,16,4,,97.2%,-3.6%,
,March 2015,$557K,-4.0%,,4,300.0%,,2,0.0%,,,,,12,-4,,105.0%,7.8%,
,April 2015,$534K,-4.1%,,3,-25.0%,,3,50.0%,,,,,8,-4,,107.6%,2.6%,
,May 2015,$582K,9.0%,,4,33.3%,,2,-33.3%,,,,,8,-1,,108.5%,1.0%,
,June 2015,$490K,-15.8%,,2,-50.0%,,2,0.0%,,,,,7,-1,,109.6%,1.1%,
,July 2015,$490K,0.0%,,2,0.0%,,2,0.0%,,,,,7,0,,109.6%,0.0%,
,August 2015,$498K,1.5%,,2,0.0%,,3,50.0%,,1,,,6,-1,,103.8%,-5.8%,
,September 2015,$645K,29.6%,5.2%,1,-50.0%,0.0%,4,33.3%,33.3%,1,0.0%,-50.0%,6,0,-5,100.0%,-3.8%,1.9%
,October 2015,$629K,-2.5%,-3.0%,3,200.0%,50.0%,3,-25.0%,-25.0%,,,,6,0,-49,100.0%,0.0%,4.8%
,November 2015,$576K,-8.4%,-1.5%,3,0.0%,-25.0%,1,-66.7%,-80.0%,,,,19,13,8,99.3%,-0.7%,0.4%
,December 2015,$576K,0.0%,3.6%,3,0.0%,0.0%,,,,,,,19,0,7,99.3%,0.0%,0.1%
,January 2016,$576K,0.0%,3.6%,1,-66.7%,-66.7%,,,,,,,20,1,8,97.8%,-1.5%,-2.9%
,May 2016,$735K,,26.3%,1,,-75.0%,1,,-50.0%,,,,7,,-1,105.8%,,-2.8%
,June 2016,$735K,0.0%,50.0%,1,0.0%,-50.0%,1,0.0%,-50.0%,,,,7,0,1,105.8%,0.0%,-3.8%
,July 2016,$735K,0.0%,50.0%,1,0.0%,-50.0%,,,,,,,7,0,1,105.8%,0.0%,-3.8%
,September 2016,$675K,,4.7%,1,,0.0%,2,,-50.0%,,,,7,,1,100.0%,,0.0%
,October 2016,$675K,0.0%,7.3%,1,0.0%,-66.7%,3,50.0%,0.0%,1,,,7,0,1,100.0%,0.0%,0.0%
,November 2016,$675K,0.0%,17.2%,1,0.0%,-66.7%,2,-33.3%,100.0%,,,,7,0,-12,100.0%,0.0%,0.7%
,December 2016,"$1,045K",54.8%,81.4%,2,100.0%,-33.3%,3,50.0%,,,,,10,3,-9,107.0%,7.0%,7.8%
,January 2017,$915K,-12.5%,58.9%,3,50.0%,200.0%,2,-33.3%,,,,,7,-3,-13,107.2%,0.2%,9.5%
,February 2017,$915K,0.0%,,3,0.0%,,1,-50.0%,,,,,7,0,,107.2%,0.0%,
,March 2017,$915K,0.0%,,1,-66.7%,,,,,,,,5,-2,,107.7%,0.4%,
,June 2017,$760K,,3.4%,1,,0.0%,2,,100.0%,1,,,17,,10,100.0%,,-5.7%
,July 2017,$695K,-8.5%,-5.4%,2,100.0%,100.0%,1,-50.0%,,,,,34,17,27,98.5%,-1.5%,-7.3%
,August 2017,$695K,0.0%,,2,0.0%,,2,100.0%,,,,,34,0,,98.5%,0.0%,
,September 2017,$678K,-2.5%,0.4%,2,0.0%,100.0%,1,-50.0%,-50.0%,,,,29,-6,22,98.5%,0.0%,-1.5%
,October 2017,$725K,7.0%,7.4%,1,-50.0%,0.0%,1,0.0%,-66.7%,,,,6,-23,-1,100.0%,1.5%,0.0%
,November 2017,$725K,0.0%,7.4%,1,0.0%,0.0%,,,,,,,6,0,-1,100.0%,0.0%,0.0%
,January 2018,"$1,395K",,52.5%,1,,-66.7%,2,,0.0%,,,,5,,-2,100.0%,,-7.2%
,February 2018,"$1,299K",-6.9%,41.9%,2,100.0%,-33.3%,2,0.0%,100.0%,,,,6,1,-1,115.0%,15.0%,7.7%
,March 2018,"$1,266K",-2.5%,38.3%,3,50.0%,200.0%,2,0.0%,,,,,7,1,2,113.3%,-1.6%,5.7%
,April 2018,"$1,234K",-2.5%,,2,-33.3%,,1,-50.0%,,,,,7,0,,120.0%,6.7%,
,May 2018,"$1,266K",2.6%,,1,-50.0%,,1,0.0%,,,,,7,0,,110.0%,-10.0%,
,October 2018,"$1,270K",,75.2%,1,,0.0%,4,,300.0%,2,,,6,,0,105.8%,,5.8%
,November 2018,"$1,273K",0.2%,75.5%,2,100.0%,100.0%,3,-25.0%,,2,0.0%,,7,1,1,102.9%,-2.9%,2.9%
,December 2018,"$1,273K",0.0%,,2,0.0%,,,,,1,-50.0%,,7,0,,102.9%,0.0%,
,January 2019,"$1,275K",0.2%,-8.6%,1,-50.0%,0.0%,1,,-50.0%,1,0.0%,,7,1,2,100.0%,-2.9%,0.0%
,February 2019,$795K,-37.6%,-38.8%,1,0.0%,-50.0%,1,0.0%,-50.0%,1,0.0%,,134,127,128,96.4%,-3.6%,-18.6%
,March 2019,$795K,0.0%,-37.2%,1,0.0%,-66.7%,2,100.0%,0.0%,1,0.0%,,134,0,127,96.4%,0.0%,-17.0%
,April 2019,$863K,8.6%,-30.1%,2,100.0%,0.0%,1,-50.0%,0.0%,1,0.0%,,70,-65,63,100.2%,3.8%,-19.8%
,May 2019,$931K,7.9%,-26.4%,1,-50.0%,0.0%,1,0.0%,0.0%,1,0.0%,,5,-65,-2,104.0%,3.8%,-6.0%
,June 2019,$931K,0.0%,,1,0.0%,,,,,,,,5,0,,104.0%,0.0%,
,August 2019,$850K,,,1,,,1,,,,,,7,,,100.0%,,
,September 2019,$850K,0.0%,,1,0.0%,,2,100.0%,,1,,,7,0,,100.0%,0.0%,
,October 2019,$850K,0.0%,-33.1%,1,0.0%,0.0%,1,-50.0%,-75.0%,,,,7,0,1,100.0%,0.0%,-5.8%
,November 2019,$604K,-29.0%,-52.6%,1,0.0%,-50.0%,1,0.0%,-66.7%,,,,34,27,28,96.1%,-3.9%,-6.8%
,December 2019,$604K,0.0%,-52.6%,1,0.0%,-50.0%,,,,,,,34,0,28,96.1%,0.0%,-6.8%
,January 2020,$604K,0.0%,-52.6%,1,0.0%,0.0%,,,,,,,34,0,27,96.1%,0.0%,-3.9%
,March 2020,$860K,,8.2%,2,,100.0%,2,,0.0%,,,,4,,-130,107.6%,,11.2%
,April 2020,$860K,0.0%,-0.3%,2,0.0%,0.0%,3,50.0%,200.0%,1,,0.0%,4,0,-66,107.6%,0.0%,7.4%
,May 2020,$860K,0.0%,-7.6%,2,0.0%,100.0%,4,33.3%,300.0%,,,,4,0,-1,107.6%,0.0%,3.5%
,June 2020,$735K,-14.5%,-21.1%,3,50.0%,200.0%,4,0.0%,,,,,6,2,1,101.6%,-5.9%,-2.4%
,July 2020,$818K,11.3%,,4,33.3%,,4,0.0%,,1,,,5,-2,,105.3%,3.6%,
,August 2020,$818K,0.0%,-3.8%,4,0.0%,300.0%,4,0.0%,300.0%,2,100.0%,,5,0,-3,105.3%,0.0%,5.3%
,September 2020,"$1,015K",24.1%,19.4%,2,-50.0%,100.0%,4,0.0%,100.0%,2,0.0%,100.0%,6,1,-2,114.6%,9.4%,14.6%
,October 2020,$875K,-13.8%,2.9%,2,0.0%,100.0%,4,0.0%,300.0%,2,0.0%,,8,3,1,110.7%,-3.9%,10.7%
"Seattle, WA - Renton Hill",February 2012,$171K,-15.5%,-41.0%,8,-33.3%,-20.0%,4,-42.9%,-66.7%,2,-60.0%,-83.3%,76,1,38,90.4%,-2.3%,-6.5%
,March 2012,$178K,3.8%,-37.1%,7,-12.5%,-53.3%,8,100.0%,-20.0%,3,50.0%,-66.7%,51,-25,8,97.4%,7.0%,1.4%
,April 2012,$460K,158.1%,65.0%,8,14.3%,-20.0%,11,37.5%,-8.3%,7,133.3%,-36.4%,35,-17,-24,99.7%,2.3%,3.9%
,May 2012,$544K,18.4%,75.5%,11,37.5%,0.0%,17,54.5%,21.4%,7,0.0%,-30.0%,10,-25,-51,98.4%,-1.3%,4.0%
,June 2012,$544K,0.0%,54.8%,11,0.0%,10.0%,17,0.0%,21.4%,9,28.6%,-18.2%,23,13,-30,98.0%,-0.4%,0.6%
,July 2012,$568K,4.4%,38.5%,11,0.0%,-15.4%,14,-17.6%,0.0%,7,-22.2%,-46.2%,10,-13,-13,98.9%,0.8%,1.2%
,August 2012,$496K,-12.7%,8.1%,9,-18.2%,-18.2%,11,-21.4%,-8.3%,5,-28.6%,-64.3%,31,21,8,100.0%,1.1%,1.1%
,September 2012,$432K,-13.0%,4.5%,12,33.3%,20.0%,8,-27.3%,-46.7%,4,-20.0%,-73.3%,8,-24,-5,100.6%,0.7%,3.4%
,October 2012,$334K,-22.6%,-19.5%,15,25.0%,114.3%,9,12.5%,-10.0%,3,-25.0%,-66.7%,7,-1,-19,99.6%,-1.0%,-10.5%
,November 2012,$327K,-2.1%,-12.5%,14,-6.7%,55.6%,8,-11.1%,-20.0%,3,0.0%,-62.5%,7,-1,-24,102.2%,2.6%,-5.6%
,December 2012,$320K,-2.1%,-3.0%,13,-7.1%,44.4%,7,-12.5%,40.0%,2,-33.3%,-66.7%,14,8,-60,100.4%,-1.8%,-2.4%
,January 2013,$333K,3.9%,63.8%,6,-53.8%,-50.0%,12,71.4%,71.4%,6,200.0%,20.0%,13,-1,-63,102.4%,2.0%,9.7%
,February 2013,$355K,6.8%,107.1%,11,83.3%,37.5%,20,66.7%,400.0%,4,-33.3%,100.0%,11,-2,-65,98.7%,-3.7%,8.3%
,March 2013,$522K,46.9%,193.0%,18,63.6%,157.1%,22,10.0%,175.0%,2,-50.0%,-33.3%,11,0,-40,100.4%,1.7%,3.0%
,April 2013,$495K,-5.2%,7.6%,24,33.3%,200.0%,15,-31.8%,36.4%,,,,10,-1,-25,100.3%,-0.2%,0.5%
,May 2013,$487K,-1.5%,-10.5%,20,-16.7%,81.8%,15,0.0%,-11.8%,4,,-42.9%,9,-1,-1,100.5%,0.2%,2.0%
,June 2013,$375K,-23.0%,-31.1%,16,-20.0%,45.5%,25,66.7%,47.1%,10,150.0%,11.1%,6,-3,-17,101.5%,1.1%,3.5%
,July 2013,$440K,17.4%,-22.5%,19,18.8%,72.7%,28,12.0%,100.0%,4,-60.0%,-42.9%,7,1,-4,102.7%,1.1%,3.8%
,August 2013,$440K,0.0%,-11.3%,25,31.6%,177.8%,26,-7.1%,136.4%,8,100.0%,60.0%,8,1,-24,101.6%,-1.0%,1.7%
,September 2013,$435K,-1.1%,0.8%,21,-16.0%,75.0%,17,-34.6%,112.5%,5,-37.5%,25.0%,7,-1,-1,101.9%,0.2%,1.3%
,October 2013,$350K,-19.6%,4.8%,21,0.0%,40.0%,15,-11.8%,66.7%,3,-40.0%,0.0%,9,2,2,100.9%,-1.0%,1.2%
,November 2013,$320K,-8.6%,-2.1%,17,-19.0%,21.4%,10,-33.3%,25.0%,2,-33.3%,-33.3%,10,1,3,101.1%,0.3%,-1.1%
,December 2013,$320K,0.0%,0.0%,15,-11.8%,15.4%,8,-20.0%,14.3%,2,0.0%,0.0%,16,7,2,100.5%,-0.6%,0.1%
,January 2014,$473K,47.7%,42.2%,10,-33.3%,66.7%,12,50.0%,0.0%,4,100.0%,-33.3%,14,-2,1,99.5%,-1.1%,-3.0%
,February 2014,$655K,38.5%,84.4%,8,-20.0%,-27.3%,19,58.3%,-5.0%,12,200.0%,200.0%,16,2,5,99.5%,0.0%,0.8%
,March 2014,$449K,-31.5%,-14.0%,10,25.0%,-44.4%,24,26.3%,9.1%,10,-16.7%,400.0%,8,-8,-3,100.0%,0.5%,-0.4%
,April 2014,$359K,-20.0%,-27.4%,13,30.0%,-45.8%,21,-12.5%,40.0%,5,-50.0%,,8,-1,-3,100.4%,0.5%,0.2%
,May 2014,$333K,-7.2%,-31.6%,19,46.2%,-5.0%,25,19.0%,66.7%,9,80.0%,125.0%,8,0,-2,101.3%,0.8%,0.8%
,June 2014,$307K,-8.0%,-18.2%,24,26.3%,50.0%,25,0.0%,0.0%,8,-11.1%,-20.0%,8,0,2,100.4%,-0.9%,-1.2%
,July 2014,$307K,0.0%,-30.3%,26,8.3%,36.8%,34,36.0%,21.4%,11,37.5%,175.0%,8,0,1,102.2%,1.8%,-0.4%
,August 2014,$303K,-1.1%,-31.1%,27,3.8%,8.0%,28,-17.6%,7.7%,13,18.2%,62.5%,8,1,1,101.0%,-1.3%,-0.7%
,September 2014,$538K,77.4%,23.5%,23,-14.8%,9.5%,25,-10.7%,47.1%,11,-15.4%,120.0%,9,1,2,101.6%,0.6%,-0.3%
,October 2014,$419K,-22.0%,19.7%,21,-8.7%,0.0%,17,-32.0%,13.3%,8,-27.3%,166.7%,29,20,21,99.0%,-2.5%,-1.8%
,November 2014,$419K,0.0%,30.9%,17,-19.0%,0.0%,12,-29.4%,20.0%,4,-50.0%,100.0%,29,0,20,99.5%,0.4%,-1.7%
,December 2014,$437K,4.4%,36.7%,18,5.9%,20.0%,8,-33.3%,0.0%,2,-50.0%,0.0%,29,-1,13,98.9%,-0.6%,-1.6%
,January 2015,$548K,25.3%,15.9%,12,-33.3%,20.0%,11,37.5%,-8.3%,1,-50.0%,-75.0%,12,-17,-2,99.3%,0.4%,-0.2%
,February 2015,$449K,-18.1%,-31.4%,16,33.3%,100.0%,14,27.3%,-26.3%,5,400.0%,-58.3%,10,-2,-6,100.1%,0.8%,0.6%
,March 2015,$449K,0.0%,0.1%,13,-18.8%,30.0%,14,0.0%,-41.7%,2,-60.0%,-80.0%,9,-1,1,100.4%,0.4%,0.5%
,April 2015,$440K,-2.1%,22.4%,16,23.1%,23.1%,16,14.3%,-23.8%,5,150.0%,0.0%,9,0,2,100.4%,0.0%,0.0%
,May 2015,$351K,-20.1%,5.4%,11,-31.3%,-42.1%,15,-6.3%,-40.0%,4,-20.0%,-55.6%,7,-2,-1,102.8%,2.4%,1.6%
,June 2015,$362K,3.2%,18.2%,14,27.3%,-41.7%,21,40.0%,-16.0%,6,50.0%,-25.0%,7,0,-1,105.4%,2.6%,5.1%
,July 2015,$519K,43.1%,69.2%,16,14.3%,-38.5%,20,-4.8%,-41.2%,5,-16.7%,-54.5%,8,1,0,106.3%,0.8%,4.0%
,August 2015,$549K,5.9%,81.2%,19,18.8%,-29.6%,23,15.0%,-17.9%,5,0.0%,-61.5%,7,-1,-1,105.3%,-1.0%,4.3%
,September 2015,$573K,4.3%,6.5%,21,10.5%,-8.7%,23,0.0%,-8.0%,5,0.0%,-54.5%,8,1,-1,104.6%,-0.7%,3.0%
,October 2015,$474K,-17.3%,13.0%,21,0.0%,0.0%,22,-4.3%,29.4%,3,-40.0%,-62.5%,7,-1,-22,106.2%,1.6%,7.2%
,November 2015,$440K,-7.1%,5.0%,19,-9.5%,11.8%,15,-31.8%,25.0%,3,0.0%,-25.0%,7,0,-22,105.9%,-0.3%,6.4%
,December 2015,$450K,2.3%,2.9%,15,-21.1%,-16.7%,9,-40.0%,12.5%,3,0.0%,50.0%,7,0,-22,104.7%,-1.2%,5.9%
,January 2016,$580K,28.9%,5.8%,11,-26.7%,-8.3%,11,22.2%,0.0%,7,133.3%,600.0%,7,0,-5,104.4%,-0.4%,5.1%
,February 2016,$543K,-6.5%,20.8%,14,27.3%,-12.5%,19,72.7%,35.7%,6,-14.3%,20.0%,7,0,-3,106.6%,2.2%,6.5%
,March 2016,$750K,38.2%,67.0%,15,7.1%,15.4%,20,5.3%,42.9%,4,-33.3%,100.0%,7,0,-2,107.9%,1.3%,7.5%
,April 2016,$787K,4.9%,79.1%,16,6.7%,0.0%,21,5.0%,31.3%,6,50.0%,20.0%,7,0,-2,107.6%,-0.3%,7.1%
,May 2016,$605K,-23.1%,72.3%,16,0.0%,45.5%,17,-19.0%,13.3%,4,-33.3%,0.0%,8,1,1,108.3%,0.7%,5.5%
,June 2016,$560K,-7.5%,54.5%,17,6.3%,21.4%,19,11.8%,-9.5%,6,50.0%,0.0%,8,0,1,107.1%,-1.2%,1.6%
,July 2016,$544K,-2.8%,4.9%,17,0.0%,6.3%,14,-26.3%,-30.0%,9,50.0%,80.0%,9,1,1,107.2%,0.1%,0.9%
,August 2016,$670K,23.2%,22.0%,15,-11.8%,-21.1%,20,42.9%,-13.0%,9,0.0%,80.0%,8,-1,1,106.0%,-1.2%,0.7%
,September 2016,$646K,-3.7%,12.8%,17,13.3%,-19.0%,26,30.0%,13.0%,11,22.2%,120.0%,11,3,3,105.3%,-0.7%,0.7%
,October 2016,$684K,5.9%,44.4%,18,5.9%,-14.3%,27,3.8%,22.7%,11,0.0%,266.7%,8,-3,1,103.7%,-1.5%,-2.5%
,November 2016,$646K,-5.6%,46.7%,17,-5.6%,-10.5%,18,-33.3%,20.0%,6,-45.5%,100.0%,9,1,2,101.9%,-1.8%,-4.0%
,December 2016,$668K,3.4%,48.3%,16,-5.9%,6.7%,10,-44.4%,11.1%,6,0.0%,100.0%,7,-2,0,101.6%,-0.3%,-3.1%
,January 2017,$640K,-4.1%,10.3%,17,6.3%,54.5%,9,-10.0%,-18.2%,5,-16.7%,-28.6%,8,1,1,101.1%,-0.5%,-3.3%
,February 2017,$551K,-13.9%,1.6%,21,23.5%,50.0%,16,77.8%,-15.8%,2,-60.0%,-66.7%,8,1,1,102.1%,1.0%,-4.5%
,March 2017,$538K,-2.4%,-28.3%,22,4.8%,46.7%,22,37.5%,10.0%,5,150.0%,25.0%,7,-1,0,103.4%,1.4%,-4.5%
,April 2017,$588K,9.3%,-25.3%,24,9.1%,50.0%,28,27.3%,33.3%,7,40.0%,16.7%,8,1,1,103.1%,-0.3%,-4.4%
,May 2017,$588K,-0.1%,-2.9%,22,-8.3%,37.5%,27,-3.6%,58.8%,3,-57.1%,-25.0%,7,-1,-1,105.7%,2.5%,-2.7%
,June 2017,$700K,19.1%,25.1%,28,27.3%,64.7%,28,3.7%,47.4%,2,-33.3%,-66.7%,8,1,-1,104.4%,-1.3%,-2.7%
,July 2017,$745K,6.4%,36.9%,25,-10.7%,47.1%,20,-28.6%,42.9%,2,0.0%,-77.8%,7,-1,-2,105.4%,1.0%,-1.8%
,August 2017,$753K,1.0%,12.3%,22,-12.0%,46.7%,17,-15.0%,-15.0%,3,50.0%,-66.7%,7,0,-1,104.2%,-1.2%,-1.8%
,September 2017,$605K,-19.6%,-6.3%,13,-40.9%,-23.5%,15,-11.8%,-42.3%,7,133.3%,-36.4%,7,0,-4,109.5%,5.4%,4.3%
,October 2017,$443K,-26.8%,-35.2%,12,-7.7%,-33.3%,19,26.7%,-29.6%,7,0.0%,-36.4%,7,0,-1,110.0%,0.5%,6.3%
,November 2017,$525K,18.5%,-18.7%,15,25.0%,-11.8%,22,15.8%,22.2%,5,-28.6%,-16.7%,8,1,-1,105.3%,-4.8%,3.4%
,December 2017,$765K,45.7%,14.6%,16,6.7%,0.0%,18,-18.2%,80.0%,5,0.0%,-16.7%,19,11,12,100.3%,-4.9%,-1.3%
,January 2018,$779K,1.8%,21.7%,21,31.3%,23.5%,18,0.0%,100.0%,2,-60.0%,-60.0%,18,-1,11,98.9%,-1.4%,-2.2%
,February 2018,$825K,5.9%,49.7%,21,0.0%,0.0%,13,-27.8%,-18.8%,2,0.0%,0.0%,18,0,10,99.7%,0.8%,-2.4%
,March 2018,$805K,-2.4%,49.6%,21,0.0%,-4.5%,18,38.5%,-18.2%,2,0.0%,-60.0%,13,-6,6,102.9%,3.1%,-0.6%
,April 2018,$790K,-1.9%,34.3%,21,0.0%,-12.5%,20,11.1%,-28.6%,3,50.0%,-57.1%,7,-6,-1,106.7%,3.8%,3.5%
,May 2018,$680K,-13.9%,15.7%,19,-9.5%,-13.6%,28,40.0%,3.7%,4,33.3%,33.3%,7,0,0,108.4%,1.7%,2.7%
,June 2018,$686K,0.9%,-2.0%,21,10.5%,-25.0%,28,0.0%,0.0%,4,0.0%,100.0%,7,0,-1,107.0%,-1.4%,2.6%
,July 2018,$773K,12.7%,3.7%,23,9.5%,-8.0%,28,0.0%,40.0%,6,50.0%,200.0%,8,1,1,104.0%,-3.0%,-1.4%
,August 2018,$748K,-3.2%,-0.5%,24,4.3%,9.1%,26,-7.1%,52.9%,9,50.0%,200.0%,7,-1,0,103.1%,-0.9%,-1.1%
,September 2018,$707K,-5.6%,16.8%,21,-12.5%,61.5%,21,-19.2%,40.0%,7,-22.2%,0.0%,7,0,0,101.7%,-1.3%,-7.8%
,October 2018,$523K,-26.0%,17.9%,15,-28.6%,25.0%,17,-19.0%,-10.5%,6,-14.3%,-14.3%,5,-2,-2,101.0%,-0.7%,-9.0%
,November 2018,$688K,31.7%,31.1%,12,-20.0%,-20.0%,11,-35.3%,-50.0%,6,0.0%,20.0%,13,8,5,99.7%,-1.3%,-5.6%
